-50.1099323021	2.63329614932	0
-49.8919223544	3.10302271368	0
-49.6517490146	3.62108912179	0
-49.4406741847	4.07689966867	0
-49.2246593236	4.54149927432	0
-48.9790691136	5.068354744	0
-48.7235568753	5.60302271135	0
-48.469242452	6.07787622744	0
-48.1721042382	6.58263697196	0
-47.9199374904	7.03954615211	0
-47.648308158	7.54186548758	0
-47.386169791	8.06505884556	0
-47.1821902975	8.53954615304	0
-46.9101260896	9.11584009603	0
-46.6516879794	9.56151880929	0
-46.3759998067	10.0760451737	0
-46.1047023531	10.593379159	0
-45.8452838656	11.0866652918	0
-45.5796092735	11.5930129513	0
-45.3076480614	12.1126662702	0
-45.0497935996	12.5959426374	0
-44.7988284823	13.0421096305	0
-44.527092337	13.5082961554	0
-44.2716983554	13.960566659	0
-43.9809497584	14.4746047459	0
-43.7051662201	14.9573928281	0
-43.4158328771	15.4527541571	0
-43.1433681233	15.8897658796	0
-42.8147777316	16.4183303318	0
-42.521808981	16.902461193	0
-42.2596629839	17.3293410749	0
-41.9772342435	17.7894240795	0
-41.7112697363	18.2253371659	0
-41.4166949971	18.7070266176	0
-41.1456149811	19.1500197859	0
-40.8808902498	19.5832473254	0
-40.6132549043	20.0209914651	0
-40.3494533296	20.4525100179	0
-39.9762614965	21.0633498621	0
-39.6473506673	21.6011916576	0
-39.3137325034	22.1479445882	0
-39.0270351157	22.6169387284	0
-38.7318423974	23.1002150956	0
-38.442882894	23.5736037684	0
-38.1246761062	24.0944777955	0
-37.8476299029	24.5373488902	0
-37.4984897369	25.0306350179	0
-37.106888173	25.5041457601	0
-36.7539447528	25.9548293529	0
-36.414825796	26.3934279894	0
-36.0164493323	26.8398391185	0
-35.6163104764	27.2055617748	0
-35.2215350856	27.552119391	0
-34.8458255515	27.9106399021	0
-34.4390643825	28.2834426393	0
-33.9647372946	28.6404982973	0
-33.4527057399	28.9167434163	0
-32.9800952653	29.1373244701	0
-32.5270923364	29.375239511	0
-31.9982227071	29.6365920533	0
-31.3763583889	29.8196975165	0
-30.8288882951	29.8630324807	0
-30.3198169465	29.8356887288	0
-29.7078326936	29.775508069	0
-29.1925204991	29.7485305257	0
-28.5630038964	29.7133742776	0
-28.0020831809	29.6458693957	0
